"","OTU_97.360","OTU_97.1096","OTU_97.2487","OTU_97.15869","OTU_97.29850","OTU_97.67","OTU_97.16585","OTU_97.35535","OTU_97.6703","OTU_97.1656","OTU_97.32588","OTU_97.33687","OTU_97.12461","OTU_97.37599","OTU_97.37902","OTU_97.39144","OTU_97.402","OTU_97.7623","OTU_97.26561","OTU_97.31428","OTU_97.226","OTU_97.9679","OTU_97.15051","OTU_97.29387","OTU_97.800","OTU_97.586","OTU_97.401","OTU_97.158","OTU_97.3264","OTU_97.255","OTU_97.7662","OTU_97.27756","OTU_97.175","OTU_97.16633","OTU_97.39322","OTU_97.331","OTU_97.4904","OTU_97.346","OTU_97.885","OTU_97.384","OTU_97.501","OTU_97.585","OTU_97.213","OTU_97.755","OTU_97.772","OTU_97.523","OTU_97.379","OTU_97.365","OTU_97.488","OTU_97.1399","OTU_97.281","OTU_97.337","OTU_97.424","OTU_97.26200","OTU_97.211","OTU_97.6580","OTU_97.35940","OTU_97.674","OTU_97.421","OTU_97.702","OTU_97.785","OTU_97.361","OTU_97.663","OTU_97.545","OTU_97.10199","OTU_97.339","OTU_97.288","OTU_97.42522","OTU_97.720","OTU_97.38248","OTU_97.286","OTU_97.2881","OTU_97.4651","OTU_97.7888","OTU_97.810","OTU_97.266","OTU_97.15337","OTU_97.155","OTU_97.617","OTU_97.683","OTU_97.181","OTU_97.23942","OTU_97.35268","OTU_97.34294","OTU_97.41674","OTU_97.571","OTU_97.43194","OTU_97.37076","OTU_97.37565","OTU_97.27813","OTU_97.37636","OTU_97.18624","OTU_97.43372","OTU_97.21746","OTU_97.26563","OTU_97.36971","OTU_97.16265","OTU_97.34800","OTU_97.39377","OTU_97.39184","OTU_97.699","OTU_97.645","OTU_97.27152","OTU_97.37903","OTU_97.23922","OTU_97.15271","OTU_97.10619","OTU_97.27041","OTU_97.10089","OTU_97.2847","OTU_97.38273","OTU_97.35521","OTU_97.5287","OTU_97.5561","OTU_97.57","OTU_97.4859","OTU_97.294","OTU_97.28512","OTU_97.1397","OTU_97.24025","OTU_97.154","OTU_97.24168","OTU_97.1681","OTU_97.144","OTU_97.15190","OTU_97.184","OTU_97.2918","OTU_97.204","OTU_97.6755","OTU_97.10101","OTU_97.16695","OTU_97.28399","OTU_97.24927","OTU_97.7657","OTU_97.4800","OTU_97.28748","OTU_97.7475","OTU_97.43362","OTU_97.38958","OTU_97.34","OTU_97.2297","OTU_97.7287","OTU_97.34683","OTU_97.28526","OTU_97.11618","OTU_97.24636","OTU_97.37987","OTU_97.29561","OTU_97.33056","OTU_97.18153","OTU_97.768","OTU_97.35237","OTU_97.14403","OTU_97.32564","OTU_97.34458","OTU_97.39245","OTU_97.14746","OTU_97.741","OTU_97.18382","OTU_97.33679","OTU_97.22716","OTU_97.24475","OTU_97.24870","OTU_97.25475","OTU_97.29574","OTU_97.29803","OTU_97.34780","OTU_97.34925","OTU_97.35176","OTU_97.35852","OTU_97.38665","OTU_97.38720","OTU_97.38931","OTU_97.39171","OTU_97.39459","OTU_97.5659","OTU_97.734","OTU_97.9982","OTU_97.14","OTU_97.1654","OTU_97.10938","OTU_97.20215","OTU_97.1201","OTU_97.5474","OTU_97.30402","OTU_97.37368","OTU_97.23136","OTU_97.28270","OTU_97.510","OTU_97.5894","OTU_97.824","OTU_97.1693","OTU_97.30088","OTU_97.29317","OTU_97.28280","OTU_97.8409","OTU_97.38818","OTU_97.11972","OTU_97.10385","OTU_97.232","OTU_97.41706","OTU_97.186","OTU_97.1779","OTU_97.37","OTU_97.24809","OTU_97.12279","OTU_97.36155","OTU_97.13028","OTU_97.41577","OTU_97.6625","OTU_97.16529","OTU_97.34479","OTU_97.13004","OTU_97.16539","OTU_97.34528","OTU_97.22261","OTU_97.19082","OTU_97.26863","OTU_97.10485","OTU_97.41853","OTU_97.28027","OTU_97.14926","OTU_97.22576","OTU_97.34703","OTU_97.29005","OTU_97.14061","OTU_97.20153","OTU_97.2464","OTU_97.18729","OTU_97.3911","OTU_97.24464","OTU_97.1677","OTU_97.34371","OTU_97.13450","OTU_97.73","OTU_97.40820","OTU_97.21012","OTU_97.11659","OTU_97.32087","OTU_97.5785","OTU_97.14116","OTU_97.10428","OTU_97.19163","OTU_97.33220","OTU_97.121","OTU_97.22041","OTU_97.25726","OTU_97.3324","OTU_97.9451","OTU_97.39984","OTU_97.5074","OTU_97.41989","OTU_97.29794","OTU_97.43210","OTU_97.43632","OTU_97.8514","OTU_97.40762","OTU_97.14259","OTU_97.59","OTU_97.30556","OTU_97.7542","OTU_97.36771","OTU_97.8830","OTU_97.31673","OTU_97.36663","OTU_97.22942","OTU_97.26883","OTU_97.1486","OTU_97.13522","OTU_97.43425","OTU_97.6433","OTU_97.43637","OTU_97.9316","OTU_97.951","OTU_97.18018","OTU_97.12419","OTU_97.15133","OTU_97.43023","OTU_97.31553","OTU_97.152","OTU_97.3161","OTU_97.3545","OTU_97.13145","OTU_97.404","OTU_97.13820","OTU_97.33897","OTU_97.20597","OTU_97.170","OTU_97.41441","OTU_97.41948","OTU_97.33390","OTU_97.1635","OTU_97.23009","OTU_97.11641","OTU_97.86","OTU_97.16034","OTU_97.36559","OTU_97.27883","OTU_97.34765","OTU_97.43213","OTU_97.13936","OTU_97.3002","OTU_97.25028","OTU_97.25986","OTU_97.3016","OTU_97.43403","OTU_97.578","OTU_97.381","OTU_97.15603","OTU_97.23396","OTU_97.118","OTU_97.10513"
"700038594",0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,3,1,0,0,1,0,0,0,6,0,1,0,0,4,1,0,0,9,4,0,0,0,0,0,0,0,1,4,47,0,15,10,29,27,3,9,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,122,1,1,12,0,5,6,4,6,27,5,71,0,39,6,22,64,56,0,23,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,431,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,2,1,0,0,0,7,0,3,0,0,0,0,0,0,1,0,4,0,12,2,0,2,0,0,0,1,0,0,0,0,28,0,18,2,6,1,48,6,13,26,10,19,0,3,5,1,2,3,8,1,0,8,0,6,3,2,0,1,9,1,0,60,6,3,54,30,6,7,22,13,8,7,43,6,21,1,9,0,1,4,0,4,1,0,1,5,0,0,6,212,34,7,15,17,112,111,21,13,22,11,0,0,0,0,0,0,0
"700038702",141,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,7,28,5,21,1,7,2,8,25,5,18,8,0,3,2,0,0,0,15,0,0,2,0,3,2,29,2,5,8,134,8,5,5,33,0,11,13,0,0,0,16,3,12,9,2,14,0,0,1,4,0,10,8,13,9,5,0,0,12,0,10,17,0,1,2,1,15,10,12,43,4,7,10,0,0,3,1,0,4,2,10,1,4,0,0,0,14,1,6,31,33,3,2,56,4,6,32,250,4,90,11,10,128,70,9,5,31,5,0,3,129,34,7,2,69,9,80,13,2,0,3,0,0,0,1,151,7,3,16,0,21,4,3,0,1,6,2,0,0,1,4,0,0,1,140,1,0,0,632,1,1,176,9,0,0,1199,24,156,2,0,0,11,8,12,0,3,6,5,0,15,2,4,5,1,0,0,1,1,5,0,0,2,19,4,0,2,48,4,15,6,0,2,1,1,0,22,1,4,0,2,4,0,5,0,0,4,98,0,0,3,4,4,1,7,0,47,7,17,2,0,1,5,1,0,10,3,35,16,6,16,0,0,25,0,1,2,4,0,5,1,1,2,8,2,0,7,3,1,2,30,2,2,9,6,9,1,14,0,3,5,6,0,0,1,9,10,0,0,8,14,2,0,17,1,0,2,10,63,18,2,4,0,12,20,0,28,10,3,30,42,8,3,161,103,0
"700038741",18,10,1,8,2,32,4,1,5,31,5,5,3,133,160,17,1,0,0,0,1,3,1,0,0,4,1,35,12,0,0,0,25,6,2,0,1,0,0,0,5,5,36,0,2,0,20,3,0,0,0,0,0,1,31,4,6,2,0,0,2,3,9,0,0,0,0,0,0,5,9,7,5,0,1,36,84,19,7,1,0,3,0,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,6,6,148,1,3,17,1,1,1,10,0,50,3,88,1,50,2,3,3,21,15,10,4,0,25,12,0,0,1,0,2,1,10,1,0,0,0,0,0,0,0,107,2,2,0,0,15,1,1,0,0,0,2,2,0,1,1,0,0,0,9,0,0,0,11,5,0,76,1,0,0,272,1,18,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,162,2,28,4,1,0,3,0,0,24,3,6,1,3,0,1,8,0,50,3,198,14,1,12,6,6,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,26,2,2,3,12,8,3,2,12,0,0,0,6,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,51,0
"700038956",0,2,1,1,0,0,0,0,0,1,0,3,0,25,6,5,0,1,0,0,0,0,0,1,0,0,0,14,3,1,0,0,12,2,0,12,1,0,0,1,0,0,0,0,1,4,6,0,1,1,0,0,0,0,17,2,12,0,0,1,0,0,1,4,2,1,5,6,10,0,0,0,0,2,0,1,0,0,0,0,2,0,2,6,4,2,0,2,3,1,1,0,2,0,3,2,2,12,7,3,0,1,0,80,4,1,7,0,0,3,5,1,20,1,72,0,9,6,15,39,34,0,0,0,0,12,7,9,1,4,1,7,0,0,0,0,0,0,0,0,1,4,19,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,0,2,1,1,5,0,0,4,27,16,2,0,2,1,16,0,0,0,1,6,2,0,0,0,2,0,2,6,6,0,3,1,2,1,0,1,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,3,0,0,0,0,0,0,0,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,1,0,0,0,2,0,2,3,0,1,0
"700095353",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,3,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,7,14,0,0,0,0,2,4,1,0,0,0,1,2,3,0,0,0,0,0,1,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,2,11,11,23,4,2,2,14,0,179,3,0,0,0,4,13,6,1,2,0,4,11,14,0,0,0,29,0,0,0,0,0,0,2,49,43,11,8,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,17,0,3,11,3,0,12,34,2,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,2,0,6,5,2,0,0,1,33,0,1,1,0,1,2,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,3,0,15,0,0,0,1,1,3,0,0,6,3,2,6,0,4,11,4,0,16,10,2,0,3,0,4,1,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,3,1,8,1,5,1,0,2,1,1,2,9,8,4,7,16,1,0,3,17,0,1,0,0,0,0,0,67,0
"700095410",1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,10,26,0,0,1,0,0,1,20,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,1,1,10,2,0,3,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,5,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,3,0,16,0,3,1,1,4,6,0,1,0,0,0,1,3,0,3,0,20,1,0,0,0,0,0,0,0,18,9,21,0,0,0,3,2,0,0,1,2,0,0,1,0,5,0,0,0,7,6,0,1,0,9,0,1,23,3,2,8,46,1,2,2,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,11,0,3,1,0,0,18,2,5,1,0,2,24,26,0,5,0,3,0,8,3,3,0,0,0,6,22,0,0,0,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,2,0,5,1,0,21,20,0,0,2,1,7,6,0,3,3,1,1,7,6,1,5,0,0,0,0,3,0,0,0,0,0,0,5,5,6,0,6,4,20,5,1,3,9,3,3,0,3,1,1,2,5,1,1,0,6,0,0,0,0,0,1,4,53,10
"700095774",0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,3,0,1,0,0,0,1,8,5,0,0,2,0,0,0,0,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,17,1,1,6,9,1,0,1,40,0,4,5,1,0,2,0,0,0,1,26,2,2,8,0,0,0,1,0,8,0,2,1,0,0,2,0,0,2,10,0,2,5,44,10,0,15,1,1,0,21,157,6,1,1,6,37,3,1,0,15,37,2,0,1,0,12,0,0,0,1,0,43,5,0,1,38,80,2,0,0,6,6,0,2,0,6,1,1,1,1,3,1,0,1,15,1,0,13,0,5,1,0,2,2,0,0,1,27,0,0,0,0,0,2,3,1,1,0,0,6,16,8,2,1,0,0,0,0,0,4,5,3,2,31,0,3,14,2,0,1,1,0,3,4,0,1,0,0,2,4,12,1,2,3,48,16,8,0,1,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0
"700095956",1,0,1,1,1,0,0,0,0,0,1,0,0,2,2,1,3,0,0,1,1,1,0,0,2,0,154,29,4,3,3,3,0,0,2,0,14,2,1,0,9,1,0,0,0,2,6,1,1,3,0,1,2,0,6,1,7,0,4,0,0,1,0,0,0,0,1,8,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,56,2,1,1,1,0,0,2,2,1,2,6,2,33,0,1,35,66,1,1,32,0,0,1,17,0,0,0,7,1,2,3,0,0,2,0,0,0,27,21,1,2,26,2,0,0,0,0,1,3,5,0,3,0,1,5,1,2,6,17,229,2,47,1,3,31,0,2,0,14,0,1,7,17,1,0,1,0,1,0,0,9,15,0,1,0,0,0,3,5,1,0,17,3,75,0,0,5,6,7,6,10,4,7,1,19,2,1,1,1,18,2,0,3,19,1,0,14,0,4,8,0,0,0,2,1,0,13,0,0,0,0,4,2,3,0,0,0,4,2,4,2,1,1,0,1,9,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,44,11,0,5,1,5,0,1,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"700096047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,1,0,0,1,0,0,0,1,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,25,5,2,0,10,0,0,25,5,91,2,1,25,11,6,6,1,11,0,2,3,2,4,2,5,3,12,0,36,40,8,0,129,0,92,116,4,5,1,143,0,25,2,7,0,1,3,2,1,0,0,8,7,5,6,0,0,0,11,14,2,1,5,4,119,0,0,0,3,1,3,2,0,1,1,0,1,0,0,0,0,2,0,2,5,2,1,0,0,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,9,0,11,80,0,1,13,36,9,5,138,7,13,1,7,0,0,0,10,12,0,4,1,2,1,0,1,8,0,0,1,21,26,7,0,2,0,43,21,1,6,2,20,30,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"700096267",2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,0,2,0,1,10,0,2,0,0,0,5,0,2,0,2,0,0,9,0,0,1,0,0,8,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,6,89,0,2,8,1,0,3,4,12,3,8,34,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,0,0,0,0,0,2,1,0,0,0,3,8,1,0,0,0,0,0,1,3,0,2,2,2,1,2,10,1,2,2,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,5,0,1,0
"700096568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700096590",6,0,0,0,0,0,0,0,1,1,0,0,0,4,5,1,0,1,3,1,2,0,0,0,0,0,0,0,0,3,7,10,2,17,0,5,3,4,0,2,0,0,3,3,0,4,1,1,0,2,0,5,3,0,1,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,113,6,11,12,6,0,4,0,0,0,0,59,2,1,107,0,0,1,2,0,12,2,7,2,1,4,1,1,0,4,44,1,2,7,103,7,0,120,2,3,0,41,11,1,13,1,7,76,5,4,2,4,3,10,7,0,0,4,5,1,0,0,2,97,52,0,0,10,5,0,0,0,4,3,0,0,1,1,1,1,1,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,2,197,3,13,2,3,14,5,6,1,10,0,1,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"700097234",0,3,0,3,2,8,0,3,2,0,1,1,2,28,52,13,0,0,1,2,0,1,0,0,1,1,1,4,2,9,7,4,3,1,0,41,13,3,1,0,0,0,3,0,3,1,1,0,0,0,1,1,5,2,3,1,0,0,3,1,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,131,6,0,0,0,0,0,0,3,0,1,7,0,1,0,9,1,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,41,1,24,556,77,34,35,15,2,1,0,15,3,3,128,7,1,2,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,46,24,0,3,68,32,89,11,12,0,2,464,60,54,4,3,28,209,0,1,9,56,126,6,1,12,2,52,13,0,10,1,2,11,1,2,20,29,52,2,0,0,8,2,2,2,1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,368,70,191,27,1,0,2,2,2,24,0,6,9,13,14,1,7,44,10,2,24,9,46,5,28,7,76,3,5,1,1,1,12,7,0,4,0,29,36,1,6,14,2,11,2,10,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,12,104,35,5,1,3,17,46,4,17,7,6,1,0,2,0,6,0,3
"700097291",1,0,3,0,1,4,0,1,1,0,1,1,0,9,33,2,3,0,6,3,2,1,0,0,1,1,6,7,0,0,0,0,3,2,2,0,2,0,0,2,4,0,39,1,2,10,0,1,1,0,0,3,1,1,9,2,1,3,1,3,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,25,2,0,0,0,2,0,0,6,1,1,7,0,2,0,6,3,0,0,4,3,11,19,15,13,2,2,60,24,2,3,19,11,9,3,15,1,13,45,185,7,0,1,3,20,5,4,2,40,2,104,16,28,0,0,3,1,0,0,0,0,0,0,33,634,0,6,2,0,0,1,1,0,0,0,2,4,0,0,0,1,0,1,0,0,0,2,0,0,0,8,5,63,2,0,0,2,22,99,2,1,2,8,12,0,0,8,5,6,1,1,1,1,14,0,0,4,1,0,0,0,0,4,10,4,0,4,1,12,13,7,2,0,0,14,78,1,10,2,8,0,32,2,7,2,0,0,1,6,0,0,4,0,0,0,1,1,2,0,1,3,1,0,2,1,0,9,5,31,11,5,6,2,2,0,3,0,9,9,0,0,7,4,13,3,5,1,3,5,5,12,10,8,2,19,17,3,8,13,3,6,4,10,0,0,5,34,8,0,11,10,0,4,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17
"700097570",0,0,0,1,1,0,0,0,1,0,0,0,1,23,8,8,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,1,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,1,1,1,0,4,2,2,0,4,0,0,0,0,0,0,0,3,2,0,2,5,1,0,0,0,0,1,0,3,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,344,3,3,12,5,0,0,4,5,2,1,24,1,30,0,0,0,0,1,1,117,7,0,6,13,1,3,0,35,8,7,8,0,0,3,0,0,0,0,118,2,0,42,0,0,2,2,1,0,3,5,6,0,1,3,0,0,4,13,0,0,0,71,1,2,242,0,0,0,17,8,3,6,1,3,13,4,2,0,1,1,10,0,0,0,1,0,0,0,0,1,22,60,0,1,8,37,0,0,0,4,0,1,1,0,1,1,23,0,2,0,1,0,0,9,0,0,2,0,0,0,0,0,1,1,0,0,6,0,25,1,11,0,0,1,2,0,0,1,1,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,3,0,1,29,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,1,7,0,5,0,2,1,0,0,0,0,0,3
"700097631",2,1,4,5,0,3,0,2,0,0,1,1,0,7,24,1,0,1,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,0,1,0,0,6,4,1,0,0,12,0,1,9,2,1,0,0,0,0,0,0,0,8,3,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,4,9,1,0,0,0,0,0,0,0,0,2,0,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,13,0,15,9,2,10,4,1,0,0,0,3,3,0,0,3,6,8,0,0,1,2,0,0,0,1,2,1,1,0,2,0,2,1,0,1,8,1,0,1,32,8,17,5,0,0,0,43,7,5,0,2,1,46,0,0,3,14,27,0,0,2,1,21,0,0,6,2,0,1,0,4,41,7,5,0,0,0,7,1,2,0,2,2,0,0,1,5,3,4,0,2,0,0,0,0,1,0,31,0,0,0,2,1,0,2,0,0,0,0,1,0,1,1,0,1,1,1,4,3,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,1,5,21,0,0,2,0,0,0,0,0,0,0,0,0,3,6,81,19,2,6,1,16,31,1,12,5,2,1,0,1,1,18,35,69
"700098359",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,45,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,11,0,0,0,0,0,0,0,3,2,1,0,1,2,0,3,2,0,10,2,1,0,0,1,2,1,0,0,0,1,0,0,0,0,104,1,0,0,0,5,2,0,1,0,5,0,48,0,0,0,2,6,6,4,16,0,0,0,0,5,2,1,2,10,0,2,1,1,0,0,0,0,0,0,34,0,0,0,0,7,1,2,0,0,0,0,4,0,12,0,0,0,10,21,0,0,1,11,1,2,73,17,0,0,227,1,10,5,2,0,41,0,10,0,2,14,1,0,1,0,1,2,2,0,0,1,16,0,0,0,1,0,0,6,13,1,2,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,3,6,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,11,2,0,15,8,2,1,1,0,3,4,4,2,0,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,3,18,3,0,3,3,0,2,0,0,0,0,2,0,0,2,16,7,10,7,17,1,1,2,24,4,0,0,0,0,0,0,0,0
